age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,class
28.0,20720.592,10.0,0.0,0.0,40.0,Private,Some-college,Separated,Handlers-cleaners,Unmarried,White,Male,United-States,<=50K
90.0,201105.12,13.0,0.0,0.0,60.0,Self-emp-not-inc,Bachelors,Divorced,Sales,Not-in-family,White,Male,United-States,>50K
31.0,345389.7,10.0,0.0,3770.0,45.0,Private,Some-college,Separated,Craft-repair,Not-in-family,Black,Male,United-States,<=50K
29.0,395706.28,9.0,7298.0,0.0,60.0,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
44.0,13492.0,10.0,0.0,0.0,50.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
45.0,196288.03,10.0,0.0,0.0,35.0,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,,<=50K
21.0,1484705.0,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Transport-moving,Own-child,Other,Male,United-States,<=50K
27.0,186863.64,5.0,0.0,0.0,50.0,Self-emp-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
33.0,217445.36,10.0,0.0,0.0,40.0,,Some-college,Never-married,,Unmarried,Black,Male,United-States,<=50K
46.0,188177.03,10.0,0.0,0.0,40.0,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
37.0,244205.75,10.0,0.0,0.0,35.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
38.0,73817.23,9.0,0.0,0.0,65.0,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
30.0,202180.42,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
33.0,271990.34,13.0,0.0,0.0,40.0,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,>50K
28.0,166381.97,13.0,3103.0,0.0,40.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,>50K
41.0,132200.05,13.0,0.0,0.0,38.603996,Private,Bachelors,Separated,Sales,Not-in-family,White,Male,United-States,<=50K
53.0,119857.22,13.0,15023.048,0.0,42.0,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,>50K
17.0,177049.53,10.0,0.0,0.0,1.0,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
56.0,260164.25,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,United-States,<=50K
25.0,97310.086,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Female,United-States,<=50K
31.0,249502.83,10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,United-States,<=50K
30.0,192033.72,5.0,0.0,0.0,40.0,Private,10th,Divorced,Adm-clerical,Own-child,White,Female,United-States,<=50K
41.0,166017.1,9.0,0.0,0.0,99.0,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,>50K
30.0,161300.97,11.0,0.0,0.0,40.0,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
21.0,231077.22,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Sales,Own-child,Black,Female,United-States,<=50K
28.0,257745.64,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
21.0,13492.0,9.0,0.0,0.0,40.0,Private,11th,Never-married,Sales,Own-child,White,Female,United-States,<=50K
31.0,37691.26,10.0,0.0,0.0,40.0,Self-emp-inc,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
49.0,160315.62,14.0,99999.0,0.0,50.0,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
73.0,125956.36,10.0,2829.0,0.0,40.0,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,>50K
43.0,348729.53,13.0,0.0,0.0,40.0,Local-gov,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
65.0,386857.1,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
18.0,250063.45,10.0,0.0,0.0,35.0,Private,Some-college,Never-married,Tech-support,Not-in-family,Black,Female,United-States,<=50K
44.0,200811.64,10.0,0.0,0.0,30.0,Local-gov,Some-college,Widowed,Tech-support,Not-in-family,White,Female,United-States,<=50K
58.0,215458.38,13.0,0.0,0.0,30.0,State-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
17.0,197620.66,10.0,0.0,0.0,1.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
25.331835,1484705.0,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Male,United-States,<=50K
32.0,284792.25,9.0,0.0,0.0,40.0,Private,HS-grad,Separated,Sales,Unmarried,Black,Male,United-States,<=50K
31.0,238314.6,9.0,0.0,3770.0,55.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,<=50K
20.795876,102851.98,10.0,0.0,0.0,38.0,State-gov,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,United-States,<=50K
38.0,401618.3,10.0,20051.0,0.0,30.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
45.0,178576.55,6.0,0.0,0.0,40.0,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
38.0,121398.31,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
57.0,13492.0,13.0,0.0,0.0,60.0,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
29.0,171298.47,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
48.0,352345.56,14.0,0.0,0.0,50.0,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
34.0,96214.9,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
33.0,182294.42,13.0,0.0,0.0,50.0,Self-emp-inc,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
36.996685,158089.95,10.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Tech-support,Wife,Black,Female,United-States,>50K
35.0,184443.31,9.0,5013.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
47.0,180351.4,4.0,0.0,0.0,40.0,Self-emp-inc,9th,Divorced,Craft-repair,Unmarried,White,Female,United-States,<=50K
65.47189,211601.45,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Widowed,Other-service,Unmarried,White,Female,United-States,<=50K
26.0,210689.6,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
47.0,213060.03,1.0,0.0,0.0,40.0,Private,1st-4th,Married-civ-spouse,Other-service,Husband,White,Male,Mexico,<=50K
28.0,154295.3,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Divorced,Sales,Unmarried,White,Male,United-States,<=50K
20.0,159562.19,1.0,0.0,0.0,1.0,Private,11th,Never-married,Sales,Own-child,White,Male,England,<=50K
35.0,198640.47,10.0,0.0,3770.0,45.0,Private,Some-college,Separated,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
35.0,176780.1,13.0,5214.4097,0.0,40.0,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,,>50K
33.0,180552.55,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,China,<=50K
20.114187,102286.25,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Craft-repair,Other-relative,Other,Male,Greece,<=50K
49.0,110807.41,13.0,0.0,3770.0,99.0,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Taiwan,>50K
32.0,96458.07,13.0,0.0,0.0,40.0,,Bachelors,Never-married,,Own-child,White,Female,United-States,<=50K
54.0,207159.4,13.0,0.0,0.0,60.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
57.0,131800.62,13.0,0.0,0.0,30.0,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
48.0,115243.59,9.0,0.0,0.0,35.0,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
37.0,241964.88,10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Sales,Unmarried,White,Female,United-States,<=50K
17.0,154112.64,10.0,0.0,0.0,20.0,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
39.0,242407.0,10.0,0.0,0.0,40.0,Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Female,United-States,>50K
51.0,114900.05,13.0,0.0,0.0,40.0,Private,Assoc-acdm,Widowed,Machine-op-inspct,Unmarried,Black,Female,United-States,<=50K
51.0,189322.69,10.0,0.0,0.0,50.0,State-gov,Some-college,Widowed,Other-service,Not-in-family,White,Female,United-States,>50K
21.0,175160.44,9.0,0.0,0.0,1.0,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
23.0,13492.0,9.0,0.0,0.0,40.0,Local-gov,9th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,Philippines,<=50K
90.0,204522.28,14.0,27828.0,0.0,20.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
34.0,218074.62,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,,<=50K
36.437393,187386.17,13.0,0.0,0.0,50.0,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,United-States,<=50K
36.0,251224.02,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
24.0,263836.4,7.0,0.0,0.0,38.0,Private,10th,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
43.0,146115.36,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
47.0,172300.4,1.0,0.0,0.0,40.0,Private,5th-6th,Divorced,Other-service,Not-in-family,White,Male,El-Salvador,<=50K
52.0,214089.42,13.0,0.0,0.0,1.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
33.0,176072.23,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
17.0,109550.41,1.0,0.0,0.0,16.0,Private,11th,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
39.0,176908.42,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
50.0,236444.94,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Widowed,Transport-moving,Not-in-family,White,Male,United-States,<=50K
46.0,187052.23,13.0,0.0,0.0,40.0,Private,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,United-States,>50K
34.0,243178.78,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,,<=50K
53.0,13492.0,9.0,3103.0,0.0,72.0,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
90.0,154930.92,13.0,0.0,0.0,55.0,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
44.0,169620.47,14.0,0.0,0.0,50.0,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
35.0,13492.0,10.0,0.0,0.0,40.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
51.0,254474.03,1.0,0.0,0.0,40.0,Private,10th,Divorced,Other-service,Not-in-family,Black,Male,United-States,<=50K
43.0,65430.613,9.0,2811.0156,0.0,55.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
35.0,135623.31,10.0,4256.6577,0.0,40.0,State-gov,Some-college,Never-married,Farming-fishing,Own-child,White,Male,United-States,<=50K
38.0,188611.72,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,United-States,>50K
53.0,165547.97,13.0,0.0,0.0,45.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
54.0,82054.516,9.0,0.0,0.0,40.0,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,<=50K
24.0,178005.05,10.0,0.0,0.0,50.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
40.0,285037.0,13.0,7688.0,0.0,40.0,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
43.0,164349.47,9.0,0.0,0.0,40.0,Private,HS-grad,Separated,Craft-repair,Own-child,White,Male,United-States,<=50K
19.0,126608.57,10.0,0.0,0.0,42.0,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
19.0,269215.16,10.0,0.0,0.0,40.0,,Some-college,Never-married,,Own-child,White,Female,United-States,<=50K
39.0,203974.23,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
32.0,189821.25,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
24.0,234641.84,1.0,0.0,0.0,40.0,Private,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
35.0,13492.0,13.0,0.0,0.0,60.0,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
71.49616,197339.86,9.0,0.0,0.0,45.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
36.0,189135.38,12.0,0.0,0.0,40.0,,Assoc-acdm,Married-civ-spouse,,Husband,Black,Female,United-States,<=50K
54.0,113232.25,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,Philippines,<=50K
58.19474,150892.73,13.0,0.0,0.0,1.0,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
90.0,190280.56,9.0,0.0,0.0,50.0,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
30.0,262470.38,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,,<=50K
57.0,186427.69,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,>50K
34.0,207671.5,9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
38.0,13492.0,10.0,0.0,0.0,50.0,Private,Assoc-acdm,Never-married,Priv-house-serv,Not-in-family,White,Female,United-States,<=50K
36.0,227979.12,15.0,0.0,0.0,40.0,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,India,<=50K
56.0,211537.03,9.0,0.0,0.0,55.0,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
56.0,1484705.0,9.0,0.0,0.0,35.0,,HS-grad,Married-civ-spouse,,Husband,Black,Male,South,<=50K
38.0,310137.47,9.0,0.0,0.0,50.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
24.0,177804.17,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
40.0,188426.25,10.0,5013.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
29.0,235583.45,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,<=50K
32.0,13492.0,13.0,0.0,0.0,99.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
71.0,205911.12,14.0,0.0,0.0,50.0,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
45.0,131474.39,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
48.0,174536.33,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,United-States,<=50K
23.0,178577.16,9.0,7298.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,>50K
56.0,176387.48,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
37.0,129397.43,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
17.0,55900.625,10.0,0.0,0.0,20.0,State-gov,Some-college,Never-married,Tech-support,Own-child,White,Male,United-States,<=50K
90.0,13492.0,13.0,0.0,0.0,38.0,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
50.0,222969.98,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,United-States,<=50K
43.0,149246.92,9.0,3103.0,0.0,60.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
71.0,169553.84,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
26.0,182246.55,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
46.0,13492.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
54.0,235041.33,9.0,0.0,0.0,45.0,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,>50K
37.0,227235.9,10.0,0.0,0.0,50.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
27.0,307557.9,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
50.0,220664.78,8.0,0.0,0.0,40.0,Private,10th,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
36.0,148989.64,13.0,0.0,0.0,45.0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
73.0,183288.03,10.0,5013.0,0.0,99.0,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
29.0,202481.48,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Sales,Other-relative,White,Female,United-States,<=50K
22.0,213162.25,10.0,0.0,0.0,38.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
26.0,198308.6,10.0,0.0,0.0,35.0,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
42.0,311214.2,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
47.0,158746.27,13.0,0.0,0.0,35.0,Private,Bachelors,Widowed,Adm-clerical,Unmarried,White,Female,United-States,>50K
59.0,175437.36,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
25.0,204597.47,6.0,0.0,0.0,40.0,Private,11th,Never-married,Sales,Own-child,Black,Male,United-States,<=50K
43.0,177920.36,6.0,0.0,0.0,40.0,Private,12th,Divorced,Other-service,Other-relative,Black,Male,United-States,<=50K
46.0,13492.0,13.0,0.0,0.0,45.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
33.0,393807.72,13.0,5011.1104,0.0,75.0,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,>50K
25.0,249139.61,12.0,0.0,0.0,35.0,,Assoc-voc,Never-married,,Not-in-family,White,Male,United-States,<=50K
52.0,187751.5,9.0,0.0,0.0,65.0,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
42.0,165965.75,9.0,0.0,0.0,30.0,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,United-States,<=50K
31.0,13492.0,13.0,0.0,0.0,50.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
17.0,129656.58,9.0,0.0,0.0,40.0,,Some-college,Never-married,,Own-child,White,Male,United-States,<=50K
32.0,223731.45,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
43.0,170289.45,9.0,0.0,0.0,60.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
56.0,198297.36,4.0,0.0,0.0,40.0,Private,7th-8th,Divorced,Other-service,Not-in-family,White,Female,Mexico,<=50K
24.0,291820.06,10.0,0.0,0.0,30.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
30.0,125821.04,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,United-States,<=50K
39.0,149541.48,13.0,0.0,0.0,40.0,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,China,<=50K
53.0,200707.27,13.0,0.0,0.0,40.0,Private,Masters,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
32.0,183874.03,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
36.0,186266.6,9.0,0.0,0.0,40.0,Private,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
25.0,273258.25,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
35.0,221014.75,9.0,0.0,0.0,20.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
31.0,166464.45,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
43.0,206157.67,13.474538,0.0,0.0,40.0,State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Black,Female,United-States,<=50K
